Date,Close,High,Low,Open,Volume,Dividends,Stock Splits,Symbol
2025-03-19,121.45,122.47,120.56,121.8,1706100,0.0,0.0,A
2025-03-18,122.34,122.43,120.67,121.34,1415400,0.0,0.0,A
2025-03-17,121.73,122.73,120.03,120.35,2015400,0.0,0.0,A
2025-03-14,120.43,121.29,116.77,118.07,2978800,0.0,0.0,A
2025-03-13,116.6,119.33,116.44,118.26,1984800,0.0,0.0,A
2025-03-12,119.11,122.93,118.34,121.34,1807100,0.0,0.0,A
2025-03-11,120.28,122.51,118.56,121.83,2106600,0.0,0.0,A
2025-03-10,121.14,125.86,120.86,124.43,3412300,0.0,0.0,A
2025-03-07,125.91,127.3,123.63,125.17,2056100,0.0,0.0,A
2025-03-06,125.76,128.7,124.99,125.22,2300000,0.0,0.0,A
2025-03-05,125.72,126.51,121.53,121.72,2046900,0.0,0.0,A
2025-03-04,122.3,124.97,120.7,124.22,2524100,0.0,0.0,A
2025-03-03,125.55,128.2,124.86,128.2,2184500,0.0,0.0,A
2025-02-28,127.13,128.71,125.18,127.4,2852700,0.0,0.0,A
2025-02-27,126.29,130.5,125.03,127.98,3469100,0.0,0.0,A
2025-02-26,133.63,135.62,132.82,134.16,1539900,0.0,0.0,A
2025-02-25,133.35,135.43,132.37,134.31,2607000,0.0,0.0,A
2025-02-24,134.44,136.09,133.93,134.66,2037500,0.0,0.0,A
2025-02-21,134.53,136.68,134.31,136.01,1112200,0.0,0.0,A
2025-02-20,135.94,137.72,135.25,136.8,872700,0.0,0.0,A
2025-02-19,136.3,136.64,133.22,133.75,1738100,0.0,0.0,A
2025-02-18,134.36,135.34,133.11,133.67,2121000,0.0,0.0,A
2025-02-14,133.83,136.31,133.48,136.14,1358700,0.0,0.0,A
2025-02-13,135.6,137.49,135.21,137.41,1395400,0.0,0.0,A
2025-02-12,137.22,138.93,135.55,137.92,2103600,0.0,0.0,A
2025-02-11,140.87,143.3,140.44,141.35,1134200,0.0,0.0,A
2025-02-10,142.8,144.94,140.95,144.68,1764700,0.0,0.0,A
2025-02-07,144.31,148.46,143.51,147.29,1557800,0.0,0.0,A
2025-02-06,146.72,147.69,145.29,146.11,1143000,0.0,0.0,A
2025-02-05,147.07,147.79,145.4,146.97,1348100,0.0,0.0,A
2025-02-04,146.13,147.73,145.36,147.1,1290900,0.0,0.0,A
2025-02-03,147.71,149.39,146.96,148.83,1637900,0.0,0.0,A
2025-01-31,150.58,152.88,149.57,150.02,1886600,0.0,0.0,A
2025-01-30,150.44,151.53,146.73,148.02,1496000,0.0,0.0,A
2025-01-29,146.18,148.97,145.64,148.06,1583200,0.0,0.0,A
2025-01-28,149.41,152.29,149.28,151.66,1791600,0.0,0.0,A
2025-01-27,150.02,151.27,147.81,150.62,2229600,0.0,0.0,A
2025-01-24,150.5,151.82,149.84,151.16,1844900,0.0,0.0,A
2025-01-23,151.5,152.01,147.26,151.88,1332000,0.0,0.0,A
2025-01-22,151.65,152.8,150.78,151.88,1730900,0.0,0.0,A
2025-01-21,151.62,152.23,147.09,147.75,2759600,0.0,0.0,A
2025-01-17,146.44,147.54,144.3,144.97,3210300,0.0,0.0,A
2025-01-16,143.82,144.21,139.56,141.89,1661400,0.0,0.0,A
2025-01-15,141.35,145.59,137.82,143.24,2328600,0.0,0.0,A
2025-01-14,142.54,144.48,139.28,141.12,2445400,0.0,0.0,A
2025-01-13,141.07,141.93,136.15,136.37,1562000,0.0,0.0,A
2025-01-10,136.62,139.27,133.87,133.91,1369900,0.0,0.0,A
2025-01-08,136.15,136.82,134.79,136.82,1684600,0.0,0.0,A
2025-01-07,136.56,139.41,135.14,135.98,1056700,0.0,0.0,A
2025-01-06,135.58,137.48,134.5,134.76,1047000,0.0,0.0,A
2025-01-03,134.85,135.2,131.94,132.62,1246900,0.0,0.0,A
2025-01-02,132.6,134.89,132.04,134.37,953600,0.0,0.0,A
2024-12-31,133.51,135.07,133.2,133.97,719600,0.248,0.0,A
2024-12-30,133.34,134.5,132.17,133.32,993600,0.0,0.0,A
2024-12-27,134.45,135.12,133.51,133.54,631800,0.0,0.0,A
2024-12-26,134.74,134.89,133.88,133.92,556600,0.0,0.0,A
2024-12-24,135.0,135.0,133.07,133.52,370200,0.0,0.0,A
2024-12-23,133.52,133.61,132.1,133.08,1194900,0.0,0.0,A
2024-12-20,133.43,134.44,132.16,132.16,4363900,0.0,0.0,A
2024-12-19,132.12,133.19,130.56,132.07,2166500,0.0,0.0,A
2024-12-18,131.94,136.46,131.84,135.85,1746900,0.0,0.0,A
2024-12-17,135.36,138.22,135.1,136.47,2430600,0.0,0.0,A
2024-12-16,136.56,138.81,135.9,137.51,1580700,0.0,0.0,A
2024-12-13,137.88,139.34,136.19,139.23,1474300,0.0,0.0,A
2024-12-12,139.78,140.58,138.75,139.37,976300,0.0,0.0,A
2024-12-11,140.05,142.43,140.03,141.71,1848700,0.0,0.0,A
2024-12-10,140.79,143.73,140.59,143.09,1261300,0.0,0.0,A
2024-12-09,142.84,143.41,139.31,139.68,1547300,0.0,0.0,A
2024-12-06,139.45,140.65,137.84,138.35,1297600,0.0,0.0,A
2024-12-05,136.76,139.44,136.45,137.88,1994500,0.0,0.0,A
2024-12-04,139.07,141.26,136.58,138.08,1948900,0.0,0.0,A
2024-12-03,138.16,138.48,135.6,137.69,1714800,0.0,0.0,A
2024-12-02,138.46,138.89,136.0,136.72,1702200,0.0,0.0,A
2024-11-29,136.86,137.98,135.98,136.17,1183300,0.0,0.0,A
2024-11-27,137.03,137.88,133.16,133.61,2336900,0.0,0.0,A
2024-11-26,133.29,133.73,125.15,126.0,3443900,0.0,0.0,A
2024-11-25,133.41,134.52,132.68,133.45,3355400,0.0,0.0,A
2024-11-22,132.76,133.24,130.44,131.04,2067800,0.0,0.0,A
2024-11-21,131.0,131.13,128.02,128.67,2882100,0.0,0.0,A
2024-11-20,127.54,127.67,123.89,124.31,1696000,0.0,0.0,A
2024-11-19,124.68,126.1,124.11,124.77,1838200,0.0,0.0,A
2024-11-18,125.9,127.06,125.0,125.9,1445000,0.0,0.0,A
2024-11-15,126.05,128.67,124.81,128.43,2631100,0.0,0.0,A
2024-11-14,129.17,133.27,129.11,132.61,1971100,0.0,0.0,A
2024-11-13,133.2,133.78,131.13,132.19,1103100,0.0,0.0,A
2024-11-12,132.59,134.95,132.56,132.78,1490800,0.0,0.0,A
2024-11-11,132.78,136.35,132.13,135.97,5405500,0.0,0.0,A
2024-11-08,135.58,137.55,133.85,136.56,1918600,0.0,0.0,A
2024-11-07,138.51,138.94,136.46,137.67,2182800,0.0,0.0,A
2024-11-06,136.67,141.92,135.94,141.85,2528900,0.0,0.0,A
2024-11-05,139.28,139.66,136.14,137.07,1240500,0.0,0.0,A
2024-11-04,138.53,139.51,135.81,136.22,1795400,0.0,0.0,A
2024-11-01,135.77,139.84,134.18,138.02,2077700,0.0,0.0,A
2024-10-31,129.26,130.38,128.82,129.62,1596000,0.0,0.0,A
2024-10-30,130.43,133.03,130.08,130.6,1550500,0.0,0.0,A
2024-10-29,130.17,131.23,129.51,130.08,941500,0.0,0.0,A
2024-10-28,130.48,131.17,129.29,130.69,1739800,0.0,0.0,A
2024-10-25,129.14,130.65,128.31,130.12,1248500,0.0,0.0,A
2024-10-24,129.64,132.24,129.64,132.07,1830100,0.0,0.0,A
2024-10-23,131.96,133.22,130.3,132.2,1657500,0.0,0.0,A
2024-10-22,132.39,133.67,130.92,133.61,1822700,0.0,0.0,A
2024-10-21,135.66,137.69,135.12,137.24,975900,0.0,0.0,A
2024-10-18,137.71,138.4,136.14,137.42,1185200,0.0,0.0,A
2024-10-17,136.31,141.38,135.38,140.67,1592900,0.0,0.0,A
2024-10-16,137.99,141.42,137.33,140.37,1702100,0.0,0.0,A
2024-10-15,143.42,145.48,142.91,143.19,1251200,0.0,0.0,A
2024-10-14,143.09,143.9,141.67,142.84,1765200,0.0,0.0,A
2024-10-11,142.66,143.89,141.91,141.91,1427400,0.0,0.0,A
2024-10-10,141.59,143.25,141.45,142.06,1288900,0.0,0.0,A
2024-10-09,143.63,144.42,143.02,143.86,634700,0.0,0.0,A
2024-10-08,143.45,144.07,142.68,142.84,915000,0.0,0.0,A
2024-10-07,142.73,143.29,141.68,142.97,836700,0.0,0.0,A
2024-10-04,143.8,145.38,143.04,145.02,1001100,0.0,0.0,A
2024-10-03,143.39,144.81,142.93,144.26,1100000,0.0,0.0,A
2024-10-02,145.36,146.46,143.94,145.09,1200100,0.0,0.0,A
2024-10-01,,,,,0,0.236,0.0,A
2025-10-01,255.45,258.79,254.93,255.04,48667300,0.0,0.0,AAPL
2025-09-30,254.63,255.92,253.11,254.86,37666900,0.0,0.0,AAPL
2025-09-29,254.43,255.0,253.01,254.56,40127700,0.0,0.0,AAPL
2025-09-26,255.46,257.6,253.78,254.1,46076300,0.0,0.0,AAPL
2025-09-25,256.87,257.17,251.71,253.21,55202100,0.0,0.0,AAPL
2025-09-24,252.31,255.74,251.04,255.22,42303700,0.0,0.0,AAPL
2025-09-23,254.43,257.34,253.58,255.88,60275200,0.0,0.0,AAPL
2025-09-22,256.08,256.64,248.12,248.3,105517400,0.0,0.0,AAPL
2025-09-19,245.5,246.3,240.21,241.23,163741300,0.0,0.0,AAPL
2025-09-18,237.88,241.2,236.65,239.97,44249600,0.0,0.0,AAPL
2025-09-17,238.99,240.1,237.73,238.97,46508000,0.0,0.0,AAPL
2025-09-16,238.15,241.22,236.32,237.18,63421100,0.0,0.0,AAPL
2025-09-15,236.7,238.19,235.03,237.0,42699500,0.0,0.0,AAPL
2025-09-12,234.07,234.51,229.02,229.22,55824200,0.0,0.0,AAPL
2025-09-11,230.03,230.45,226.65,226.88,50208600,0.0,0.0,AAPL
2025-09-10,226.79,232.42,225.95,232.19,83440800,0.0,0.0,AAPL
2025-09-09,234.35,238.78,233.36,237.0,66313900,0.0,0.0,AAPL
2025-09-08,237.88,240.15,236.34,239.3,48999500,0.0,0.0,AAPL
2025-09-05,239.69,241.32,238.49,240.0,54870400,0.0,0.0,AAPL
2025-09-04,239.78,239.9,236.74,238.45,47549400,0.0,0.0,AAPL
2025-09-03,238.47,238.85,234.36,237.21,66427800,0.0,0.0,AAPL
2025-09-02,229.72,230.85,226.97,229.25,44075600,0.0,0.0,AAPL
2025-08-29,232.14,233.38,231.37,232.51,39418400,0.0,0.0,AAPL
2025-08-28,232.56,233.41,229.34,230.82,38074700,0.0,0.0,AAPL
2025-08-27,230.49,230.9,228.26,228.61,31259500,0.0,0.0,AAPL
2025-08-26,229.31,229.49,224.69,226.87,54575100,0.0,0.0,AAPL
2025-08-25,227.16,229.3,226.23,226.48,30983100,0.0,0.0,AAPL
2025-08-22,227.76,229.09,225.41,226.17,42477800,0.0,0.0,AAPL
2025-08-21,224.9,226.52,223.78,226.27,30621200,0.0,0.0,AAPL
2025-08-20,226.01,230.47,225.77,229.98,42263900,0.0,0.0,AAPL
2025-08-19,230.56,232.87,229.35,231.28,39402600,0.0,0.0,AAPL
2025-08-18,230.89,233.12,230.11,231.7,37476200,0.0,0.0,AAPL
2025-08-15,231.59,234.28,229.34,234.0,56038700,0.0,0.0,AAPL
2025-08-14,232.78,235.12,230.85,234.06,51916300,0.0,0.0,AAPL
2025-08-13,233.33,235.0,230.43,231.07,69878500,0.0,0.0,AAPL
2025-08-12,229.65,230.8,227.07,228.01,55626200,0.0,0.0,AAPL
2025-08-11,227.18,229.56,224.76,227.92,61806100,0.26,0.0,AAPL
2025-08-08,229.09,230.74,219.0,220.58,113854000,0.0,0.0,AAPL
2025-08-07,219.78,220.6,216.33,218.63,90224800,0.0,0.0,AAPL
2025-08-06,213.01,215.14,205.36,205.4,108483100,0.0,0.0,AAPL
2025-08-05,202.69,205.11,201.93,203.17,44155100,0.0,0.0,AAPL
2025-08-04,203.12,207.64,201.45,204.28,75109300,0.0,0.0,AAPL
2025-08-01,202.15,213.34,201.27,210.63,104434500,0.0,0.0,AAPL
2025-07-31,207.33,209.6,206.93,208.25,80698400,0.0,0.0,AAPL
2025-07-30,208.81,212.15,207.48,211.66,45512500,0.0,0.0,AAPL
2025-07-29,211.03,214.57,210.58,213.94,51411700,0.0,0.0,AAPL
2025-07-28,213.81,214.61,212.82,213.79,37858000,0.0,0.0,AAPL
2025-07-25,213.64,215.0,213.16,214.46,40268800,0.0,0.0,AAPL
2025-07-24,213.52,215.45,213.29,213.66,46022600,0.0,0.0,AAPL
2025-07-23,213.91,214.91,212.17,214.76,46989300,0.0,0.0,AAPL
2025-07-22,214.16,214.71,211.99,212.9,46404100,0.0,0.0,AAPL
2025-07-21,212.24,215.54,211.39,211.86,51377400,0.0,0.0,AAPL
2025-07-18,210.94,211.55,209.46,210.63,48974600,0.0,0.0,AAPL
2025-07-17,209.78,211.56,209.35,210.33,48068100,0.0,0.0,AAPL
2025-07-16,209.92,212.16,208.4,210.06,47490500,0.0,0.0,AAPL
2025-07-15,208.87,211.65,208.68,208.98,42296300,0.0,0.0,AAPL
2025-07-14,208.38,210.67,207.3,209.69,38840100,0.0,0.0,AAPL
2025-07-11,210.92,211.89,209.62,210.33,39765800,0.0,0.0,AAPL
2025-07-10,212.17,213.24,209.79,210.27,44443600,0.0,0.0,AAPL
2025-07-09,210.9,211.09,206.99,209.29,48749400,0.0,0.0,AAPL
2025-07-08,209.77,211.19,208.21,209.86,42848900,0.0,0.0,AAPL
2025-07-07,209.71,215.98,208.56,212.44,50229000,0.0,0.0,AAPL
2025-07-03,213.31,214.41,211.57,211.91,34955800,0.0,0.0,AAPL
2025-07-02,212.2,213.1,207.9,208.67,67941800,0.0,0.0,AAPL
2025-07-01,207.58,209.95,205.91,206.44,78788900,0.0,0.0,AAPL
2025-06-30,204.94,207.15,199.03,201.78,91912800,0.0,0.0,AAPL
2025-06-27,200.85,202.99,199.77,201.66,73188600,0.0,0.0,AAPL
2025-06-26,200.77,202.41,199.23,201.2,50799100,0.0,0.0,AAPL
2025-06-25,201.33,203.44,200.39,201.22,39525700,0.0,0.0,AAPL
2025-06-24,200.07,203.21,199.97,202.36,54064000,0.0,0.0,AAPL
2025-06-23,201.27,202.07,198.73,201.4,55814300,0.0,0.0,AAPL
2025-06-20,200.77,201.47,196.64,198.02,96813500,0.0,0.0,AAPL
2025-06-18,196.36,197.35,194.85,195.72,45394700,0.0,0.0,AAPL
2025-06-17,195.42,198.17,194.99,196.98,38856200,0.0,0.0,AAPL
2025-06-16,198.2,198.46,196.34,197.08,43020700,0.0,0.0,AAPL
2025-06-13,196.23,200.14,195.48,199.5,51447300,0.0,0.0,AAPL
2025-06-12,198.97,199.45,197.14,198.85,43904600,0.0,0.0,AAPL
2025-06-11,198.55,204.27,198.19,203.27,60989900,0.0,0.0,AAPL
2025-06-10,202.44,204.12,200.34,200.37,54672600,0.0,0.0,AAPL
2025-06-09,201.22,205.77,199.79,204.16,72862600,0.0,0.0,AAPL
2025-06-06,203.69,205.47,201.82,202.77,46607700,0.0,0.0,AAPL
2025-06-05,200.4,204.52,199.92,203.27,55126100,0.0,0.0,AAPL
2025-06-04,202.59,206.01,201.87,202.68,43604000,0.0,0.0,AAPL
2025-06-03,203.04,203.54,200.73,201.12,46381600,0.0,0.0,AAPL
2025-06-02,201.47,201.9,199.89,200.05,35423300,0.0,0.0,AAPL
2025-05-30,200.62,201.73,196.56,199.14,70819900,0.0,0.0,AAPL
2025-05-29,199.72,203.58,198.28,203.35,51396800,0.0,0.0,AAPL
2025-05-28,200.19,202.5,199.67,200.36,45339700,0.0,0.0,AAPL
2025-05-27,199.98,200.51,197.21,198.08,56288500,0.0,0.0,AAPL
2025-05-23,195.05,197.48,193.24,193.45,78432900,0.0,0.0,AAPL
2025-05-22,201.13,202.52,199.47,200.48,46742400,0.0,0.0,AAPL
2025-05-21,201.86,206.81,200.48,204.94,59211800,0.0,0.0,AAPL
2025-05-20,206.63,208.23,204.8,207.43,42496600,0.0,0.0,AAPL
2025-05-19,208.54,209.24,204.03,207.67,46140500,0.0,0.0,AAPL
2025-05-16,211.02,212.33,209.53,212.12,54737900,0.0,0.0,AAPL
2025-05-15,211.21,212.72,209.3,210.71,45029500,0.0,0.0,AAPL
2025-05-14,212.09,213.7,210.34,212.19,49325800,0.0,0.0,AAPL
2025-05-13,212.69,213.16,208.76,210.19,51909300,0.0,0.0,AAPL
2025-05-12,210.55,211.03,206.52,210.73,63775800,0.26,0.0,AAPL
2025-05-09,198.05,200.05,197.06,198.51,36453900,0.0,0.0,AAPL
2025-05-08,197.01,199.56,194.2,197.24,50478900,0.0,0.0,AAPL
2025-05-07,195.77,198.95,192.78,198.68,68536700,0.0,0.0,AAPL
2025-05-06,198.03,200.16,196.54,197.73,51216500,0.0,0.0,AAPL
2025-05-05,198.4,203.6,197.73,202.6,69018500,0.0,0.0,AAPL
2025-05-02,204.85,206.48,201.67,205.59,101010600,0.0,0.0,AAPL
2025-05-01,212.8,214.04,208.39,208.57,57365700,0.0,0.0,AAPL
2025-04-30,211.98,213.06,206.17,208.79,52286500,0.0,0.0,AAPL
2025-04-29,210.69,211.72,207.86,208.18,36827600,0.0,0.0,AAPL
2025-04-28,209.63,210.98,206.95,209.49,38743100,0.0,0.0,AAPL
2025-04-25,208.77,209.24,205.7,205.87,38222300,0.0,0.0,AAPL
2025-04-24,207.86,208.32,202.44,204.39,47311000,0.0,0.0,AAPL
2025-04-23,204.1,207.49,202.3,205.5,52929200,0.0,0.0,AAPL
2025-04-22,199.25,201.1,195.49,195.64,52976400,0.0,0.0,AAPL
2025-04-21,192.69,193.33,189.35,192.8,46742500,0.0,0.0,AAPL
2025-04-17,196.5,198.34,193.95,196.72,52164700,0.0,0.0,AAPL
2025-04-16,193.8,200.21,191.9,197.88,59732400,0.0,0.0,AAPL
2025-04-15,201.65,203.01,199.31,201.37,51343900,0.0,0.0,AAPL
2025-04-14,202.03,212.42,200.67,210.92,101352900,0.0,0.0,AAPL
2025-04-11,197.67,199.05,185.61,185.65,87435900,0.0,0.0,AAPL
2025-04-10,189.96,194.3,182.55,188.61,121880000,0.0,0.0,AAPL
2025-04-09,198.36,200.12,171.47,171.53,184395900,0.0,0.0,AAPL
2025-04-08,172.0,189.88,168.8,186.24,120859500,0.0,0.0,AAPL
2025-04-07,181.02,193.68,174.19,176.77,160466300,0.0,0.0,AAPL
2025-04-04,187.92,199.39,186.88,193.42,125910900,0.0,0.0,AAPL
2025-04-03,202.69,206.98,200.76,205.04,103419000,0.0,0.0,AAPL
2025-04-02,223.34,224.64,220.48,220.78,35905900,0.0,0.0,AAPL
2025-04-01,222.65,223.13,218.37,219.27,36412700,0.0,0.0,AAPL
2025-03-31,221.59,225.07,215.7,216.48,65299300,0.0,0.0,AAPL
2025-03-28,217.37,223.26,217.15,221.13,39818600,0.0,0.0,AAPL
2025-03-27,223.3,224.44,220.02,220.85,37094800,0.0,0.0,AAPL
2025-03-26,220.99,224.47,219.93,222.96,34466100,0.0,0.0,AAPL
2025-03-25,223.2,223.55,219.54,220.23,34493600,0.0,0.0,AAPL
2025-03-24,220.19,220.94,218.05,220.46,44299500,0.0,0.0,AAPL
2025-03-21,217.74,218.31,210.76,211.04,94127800,0.0,0.0,AAPL
2025-03-20,213.58,216.96,211.7,213.47,48862900,0.0,0.0,AAPL
2025-03-19,214.71,218.23,213.23,213.7,54385400,0.0,0.0,AAPL
2025-03-18,212.17,214.62,210.97,213.64,42432400,0.0,0.0,AAPL
2025-03-17,213.48,214.69,209.46,212.79,48073400,0.0,0.0,AAPL
2025-03-14,212.97,213.43,209.07,210.73,60107600,0.0,0.0,AAPL
2025-03-13,209.17,216.31,207.91,215.42,61368300,0.0,0.0,AAPL
2025-03-12,216.45,221.21,214.39,219.6,62547500,0.0,0.0,AAPL
2025-03-11,220.3,225.29,216.92,223.26,76137400,0.0,0.0,AAPL
2025-03-10,226.92,235.58,223.67,234.96,72071200,0.0,0.0,AAPL
2025-03-07,238.49,240.78,234.19,234.54,46273600,0.0,0.0,AAPL
2025-03-06,234.76,237.28,232.59,233.87,45170400,0.0,0.0,AAPL
2025-03-05,235.16,235.97,228.67,234.85,47227600,0.0,0.0,AAPL
2025-03-04,235.35,239.48,234.11,237.13,53798100,0.0,0.0,AAPL
2025-03-03,237.45,243.43,235.53,241.2,47184000,0.0,0.0,AAPL
2025-02-28,241.25,241.5,229.64,236.37,56833400,0.0,0.0,AAPL
2025-02-27,236.72,241.87,236.48,238.83,41153600,0.0,0.0,AAPL
2025-02-26,239.77,244.38,238.55,243.73,44433600,0.0,0.0,AAPL
2025-02-25,246.44,249.39,244.31,247.39,48013300,0.0,0.0,AAPL
2025-02-24,246.5,248.25,243.82,244.33,51326400,0.0,0.0,AAPL
2025-02-21,244.95,248.08,244.62,245.35,53197400,0.0,0.0,AAPL
2025-02-20,245.23,246.18,243.69,244.34,32316900,0.0,0.0,AAPL
2025-02-19,244.27,245.41,242.57,244.06,32204200,0.0,0.0,AAPL
2025-02-18,243.87,244.58,241.25,243.55,48822500,0.0,0.0,AAPL
2025-02-14,244.0,244.95,240.4,240.66,40896200,0.0,0.0,AAPL
2025-02-13,240.94,241.75,234.99,236.33,53614100,0.0,0.0,AAPL
2025-02-12,236.29,236.38,230.12,230.64,45243300,0.0,0.0,AAPL
2025-02-11,232.05,234.66,227.57,227.64,53718400,0.0,0.0,AAPL
2025-02-10,227.09,230.03,226.65,229.01,33115600,0.25,0.0,AAPL
2025-02-07,226.82,233.17,226.46,231.78,39707200,0.0,0.0,AAPL
2025-02-06,232.4,232.97,229.61,230.47,29925300,0.0,0.0,AAPL
2025-02-05,231.65,231.85,227.46,227.72,39620300,0.0,0.0,AAPL
2025-02-04,231.98,232.31,225.85,226.45,45067300,0.0,0.0,AAPL
2025-02-03,227.2,231.01,224.9,229.18,73063300,0.0,0.0,AAPL
2025-01-31,235.17,246.32,232.61,246.32,100959800,0.0,0.0,AAPL
2025-01-30,236.75,239.94,236.37,237.83,55658300,0.0,0.0,AAPL
2025-01-29,238.51,239.01,233.18,233.29,45486100,0.0,0.0,AAPL
2025-01-28,237.42,239.34,229.99,230.03,75707600,0.0,0.0,AAPL
2025-01-27,229.05,231.33,223.19,223.23,94863400,0.0,0.0,AAPL
2025-01-24,221.99,224.83,220.63,223.98,54697900,0.0,0.0,AAPL
2025-01-23,222.87,226.23,221.51,223.95,60234800,0.0,0.0,AAPL
2025-01-22,223.04,223.33,219.01,219.01,64126500,0.0,0.0,AAPL
2025-01-21,221.85,223.63,218.6,223.21,98070400,0.0,0.0,AAPL
2025-01-17,229.17,231.47,227.67,231.3,68488300,0.0,0.0,AAPL
2025-01-16,227.45,237.17,227.22,236.51,71759100,0.0,0.0,AAPL
2025-01-15,237.03,238.11,233.6,233.81,39832000,0.0,0.0,AAPL
2025-01-14,232.45,235.28,231.65,233.92,39435300,0.0,0.0,AAPL
2025-01-13,233.57,233.84,228.91,232.7,49630700,0.0,0.0,AAPL
2025-01-10,236.01,239.31,232.18,239.16,61710900,0.0,0.0,AAPL
2025-01-08,241.84,242.85,239.2,241.06,37628900,0.0,0.0,AAPL
2025-01-07,241.35,244.68,240.5,242.12,40856000,0.0,0.0,AAPL
2025-01-06,244.13,246.46,242.34,243.45,45045600,0.0,0.0,AAPL
2025-01-03,242.5,243.32,241.03,242.5,40244100,0.0,0.0,AAPL
2025-01-02,242.99,248.22,240.96,248.05,55740700,0.0,0.0,AAPL
2024-12-31,249.53,252.38,248.55,251.55,39480700,0.0,0.0,AAPL
2024-12-30,251.31,252.6,249.86,251.34,35557500,0.0,0.0,AAPL
2024-12-27,254.69,257.78,252.16,256.92,42355300,0.0,0.0,AAPL
2024-12-26,258.1,259.18,256.72,257.28,27237100,0.0,0.0,AAPL
2024-12-24,257.29,257.3,254.39,254.59,23234700,0.0,0.0,AAPL
2024-12-23,254.37,254.75,252.55,253.87,40858800,0.0,0.0,AAPL
2024-12-20,253.59,254.1,244.82,247.16,147495300,0.0,0.0,AAPL
2024-12-19,248.91,251.11,246.22,246.62,60882300,0.0,0.0,AAPL
2024-12-18,247.17,253.38,246.86,251.27,56774100,0.0,0.0,AAPL
2024-12-17,252.58,252.93,248.9,249.2,51356400,0.0,0.0,AAPL
2024-12-16,250.15,250.49,246.77,247.11,51694800,0.0,0.0,AAPL
2024-12-13,247.25,248.41,245.37,246.94,33155300,0.0,0.0,AAPL
2024-12-12,247.08,247.86,244.81,246.02,32777500,0.0,0.0,AAPL
2024-12-11,245.62,249.91,245.39,247.08,45205800,0.0,0.0,AAPL
2024-12-10,246.89,247.33,244.47,246.02,36914800,0.0,0.0,AAPL
2024-12-09,245.88,246.37,240.89,240.97,44649200,0.0,0.0,AAPL
2024-12-06,241.98,243.76,241.22,242.05,36870600,0.0,0.0,AAPL
2024-12-05,242.18,243.67,241.27,243.13,40033900,0.0,0.0,AAPL
2024-12-04,242.15,243.25,240.4,242.01,44383900,0.0,0.0,AAPL
2024-12-03,241.79,241.9,238.05,238.96,38861000,0.0,0.0,AAPL
2024-12-02,238.74,239.94,236.32,236.43,48137100,0.0,0.0,AAPL
2024-11-29,236.49,236.97,233.14,233.98,28481400,0.0,0.0,AAPL
2024-11-27,234.1,234.86,232.98,233.64,33498400,0.0,0.0,AAPL
2024-11-26,234.23,234.74,232.5,232.5,45986200,0.0,0.0,AAPL
2024-11-25,232.05,232.42,228.93,230.64,90152800,0.0,0.0,AAPL
2024-11-22,229.06,229.9,227.25,227.25,38168300,0.0,0.0,AAPL
2024-11-21,227.71,229.35,224.91,228.07,42108300,0.0,0.0,AAPL
2024-11-20,228.19,229.12,225.09,227.25,35169600,0.0,0.0,AAPL
2024-11-19,227.47,229.35,225.86,226.18,36211800,0.0,0.0,AAPL
2024-11-18,227.21,228.93,224.37,224.45,44633700,0.0,0.0,AAPL
2024-11-15,224.2,226.12,223.48,225.6,47923700,0.0,0.0,AAPL
2024-11-14,227.41,228.06,224.2,224.22,44923900,0.0,0.0,AAPL
2024-11-13,224.32,225.85,221.97,223.22,48566200,0.0,0.0,AAPL
2024-11-12,223.44,224.79,222.57,223.76,40398300,0.0,0.0,AAPL
2024-11-11,223.44,224.9,220.72,224.2,42005600,0.0,0.0,AAPL
2024-11-08,226.16,227.85,225.61,226.37,38328800,0.25,0.0,AAPL
2024-11-07,226.43,226.82,223.53,223.59,42137700,0.0,0.0,AAPL
2024-11-06,221.69,225.02,220.17,221.58,54561100,0.0,0.0,AAPL
2024-11-05,222.41,222.91,220.12,220.77,28111300,0.0,0.0,AAPL
2024-11-04,220.98,221.76,218.69,219.97,44944500,0.0,0.0,AAPL
2024-11-01,221.88,224.31,219.25,219.95,65276700,0.0,0.0,AAPL
2024-10-31,224.86,228.77,224.33,228.28,64370100,0.0,0.0,AAPL
2024-10-30,229.03,232.39,228.49,231.53,47070900,0.0,0.0,AAPL
2024-10-29,232.59,233.24,231.24,232.02,35417200,0.0,0.0,AAPL
2024-10-28,232.32,233.64,231.47,232.24,36087100,0.0,0.0,AAPL
2024-10-25,230.34,232.14,228.51,228.68,38802300,0.0,0.0,AAPL
2024-10-24,229.5,229.75,227.35,228.91,31109500,0.0,0.0,AAPL
2024-10-23,229.69,234.05,226.7,233.0,52287000,0.0,0.0,AAPL
2024-10-22,234.77,235.13,231.52,232.81,38846600,0.0,0.0,AAPL
2024-10-21,235.38,235.75,233.36,233.36,36254500,0.0,0.0,AAPL
2024-10-18,233.91,235.09,232.93,235.09,46431500,0.0,0.0,AAPL
2024-10-17,231.07,232.77,229.45,232.35,32993800,0.0,0.0,AAPL
2024-10-16,230.71,231.04,228.78,230.53,34082200,0.0,0.0,AAPL
2024-10-15,232.77,236.39,231.29,232.53,64751400,0.0,0.0,AAPL
2024-10-14,230.23,230.66,227.54,227.64,39882100,0.0,0.0,AAPL
