Date,Close,High,Low,Open,Volume,Dividends,Stock Splits,Symbol
2025-08-18,117.91,119.36,117.91,118.88,1021100,0.0,0.0,A
2025-08-15,118.96,119.72,118.25,119.37,1238500,0.0,0.0,A
2025-08-14,118.63,119.17,117.91,118.99,926300,0.0,0.0,A
2025-08-13,120.05,120.16,117.62,117.82,983500,0.0,0.0,A
2025-08-12,117.08,117.13,114.17,114.28,917400,0.0,0.0,A
2025-08-11,113.9,115.44,113.5,114.81,1082300,0.0,0.0,A
2025-08-08,114.39,114.77,113.16,114.08,1129700,0.0,0.0,A
2025-08-07,113.75,114.69,112.93,114.27,1157400,0.0,0.0,A
2025-08-06,113.0,114.85,112.33,114.85,1058700,0.0,0.0,A
2025-08-05,114.66,115.2,114.02,114.58,1271000,0.0,0.0,A
2025-08-04,114.61,114.8,111.79,112.94,1343200,0.0,0.0,A
2025-08-01,113.27,114.09,110.97,113.22,1888600,0.0,0.0,A
2025-07-31,114.58,118.1,114.24,116.34,2339500,0.0,0.0,A
2025-07-30,117.81,120.22,117.0,120.0,979100,0.0,0.0,A
2025-07-29,119.6,120.27,118.62,119.51,1212200,0.0,0.0,A
2025-07-28,119.3,120.53,118.48,119.17,1679100,0.0,0.0,A
2025-07-25,119.94,120.77,118.78,120.26,1972700,0.0,0.0,A
2025-07-24,120.11,122.5,119.19,119.19,1602800,0.0,0.0,A
2025-07-23,119.23,120.55,117.24,119.14,1939700,0.0,0.0,A
2025-07-22,115.96,116.82,111.92,112.62,1692000,0.0,0.0,A
2025-07-21,111.82,113.43,110.53,113.0,2060800,0.0,0.0,A
2025-07-18,113.76,116.97,113.3,116.59,1521800,0.0,0.0,A
2025-07-17,116.13,116.34,113.02,113.87,1552900,0.0,0.0,A
2025-07-16,113.2,114.23,111.64,113.23,2248800,0.0,0.0,A
2025-07-15,112.71,119.52,111.71,117.76,3950600,0.0,0.0,A
2025-07-14,119.84,121.62,119.03,121.6,2028700,0.0,0.0,A
2025-07-11,123.03,123.41,122.09,122.68,1383000,0.0,0.0,A
2025-07-10,123.92,126.19,120.7,121.39,2269500,0.0,0.0,A
2025-07-09,121.06,122.1,118.66,121.16,1806700,0.0,0.0,A
2025-07-08,120.77,122.86,119.04,119.34,1917000,0.0,0.0,A
2025-07-07,119.01,120.51,117.86,120.16,1459900,0.0,0.0,A
2025-07-03,121.14,121.51,120.43,120.76,945000,0.0,0.0,A
2025-07-02,120.42,121.35,119.22,120.76,1467100,0.0,0.0,A
2025-07-01,120.21,122.91,116.61,117.2,1935700,0.248,0.0,A
2025-06-30,117.53,119.17,116.97,118.7,1602400,0.0,0.0,A
2025-06-27,118.68,119.72,117.7,119.51,1734700,0.0,0.0,A
2025-06-26,118.93,120.05,117.56,118.69,1488000,0.0,0.0,A
2025-06-25,118.13,119.29,116.49,116.63,1690000,0.0,0.0,A
2025-06-24,117.16,117.52,116.09,116.85,1945300,0.0,0.0,A
2025-06-23,115.65,115.75,113.23,114.48,1448400,0.0,0.0,A
2025-06-20,115.09,116.38,114.61,115.69,3043900,0.0,0.0,A
2025-06-18,115.05,116.4,114.2,115.61,1560300,0.0,0.0,A
2025-06-17,115.61,117.98,115.34,117.02,1577100,0.0,0.0,A
2025-06-16,118.53,118.85,115.1,117.21,1402800,0.0,0.0,A
2025-06-13,116.6,118.41,115.97,116.2,1652000,0.0,0.0,A
2025-06-12,118.42,119.56,118.04,118.49,1361500,0.0,0.0,A
2025-06-11,119.23,122.33,119.18,120.26,2752400,0.0,0.0,A
2025-06-10,120.03,120.66,116.65,117.42,3499500,0.0,0.0,A
2025-06-09,116.26,117.98,115.3,116.13,2147800,0.0,0.0,A
2025-06-06,115.33,115.54,114.31,114.94,1556400,0.0,0.0,A
2025-06-05,113.47,115.03,113.17,114.95,1875900,0.0,0.0,A
2025-06-04,114.47,114.82,112.43,112.9,2692800,0.0,0.0,A
2025-06-03,112.3,112.53,109.3,110.44,1491200,0.0,0.0,A
2025-06-02,110.59,110.95,109.58,110.68,1757000,0.0,0.0,A
2025-05-30,111.46,112.45,110.34,111.57,4753600,0.0,0.0,A
2025-05-29,112.82,116.51,112.54,116.47,3837400,0.0,0.0,A
2025-05-28,110.43,111.12,109.69,110.38,2733100,0.0,0.0,A
2025-05-27,110.8,111.31,109.52,110.3,2103900,0.0,0.0,A
2025-05-23,108.08,108.61,106.63,107.34,1691000,0.0,0.0,A
2025-05-22,109.23,109.74,107.53,107.92,2379800,0.0,0.0,A
2025-05-21,108.46,112.15,108.25,111.54,2859800,0.0,0.0,A
2025-05-20,113.01,113.67,112.2,112.98,2245800,0.0,0.0,A
2025-05-19,112.97,113.0,111.57,112.04,2086300,0.0,0.0,A
2025-05-16,113.3,113.36,110.37,111.82,1812000,0.0,0.0,A
2025-05-15,111.94,111.94,108.48,110.82,1873900,0.0,0.0,A
2025-05-14,111.06,115.03,110.82,114.48,2563400,0.0,0.0,A
2025-05-13,114.95,116.4,114.35,114.96,2845300,0.0,0.0,A
2025-05-12,115.08,115.24,110.0,110.36,2873100,0.0,0.0,A
2025-05-09,106.49,109.41,106.35,108.51,1369500,0.0,0.0,A
2025-05-08,108.25,110.2,106.11,107.56,2093300,0.0,0.0,A
2025-05-07,107.08,107.16,104.36,106.25,2143700,0.0,0.0,A
2025-05-06,104.81,107.77,103.93,106.81,1960600,0.0,0.0,A
2025-05-05,107.93,108.8,107.02,107.66,1385500,0.0,0.0,A
2025-05-02,108.18,109.88,107.01,108.79,1213100,0.0,0.0,A
2025-05-01,106.02,107.79,103.67,106.81,1523100,0.0,0.0,A
2025-04-30,107.16,107.51,105.02,106.52,1452200,0.0,0.0,A
2025-04-29,107.02,107.58,105.35,106.46,1201800,0.0,0.0,A
2025-04-28,106.43,108.11,104.96,106.91,1689700,0.0,0.0,A
2025-04-25,105.84,105.99,103.92,105.44,1120600,0.0,0.0,A
2025-04-24,106.58,106.64,102.74,104.99,1989400,0.0,0.0,A
2025-04-23,104.57,109.17,104.32,106.23,2236200,0.0,0.0,A
2025-04-22,102.39,103.51,100.78,101.58,2321500,0.0,0.0,A
2025-04-21,99.85,101.62,98.71,101.43,2321800,0.0,0.0,A
2025-04-17,102.06,103.08,100.94,102.21,1769900,0.0,0.0,A
2025-04-16,102.28,104.4,101.45,102.8,1454400,0.0,0.0,A
2025-04-15,102.7,104.82,102.12,103.87,1326700,0.0,0.0,A
2025-04-14,104.76,105.77,103.57,104.51,1906700,0.0,0.0,A
2025-04-11,102.29,102.92,98.45,100.74,2849100,0.0,0.0,A
2025-04-10,99.54,104.85,96.41,104.39,4977800,0.0,0.0,A
2025-04-09,106.61,106.86,96.03,97.66,4234600,0.0,0.0,A
2025-04-08,98.88,106.32,96.97,105.63,4525100,0.0,0.0,A
2025-04-07,103.17,106.56,98.11,102.21,3562900,0.0,0.0,A
2025-04-04,102.58,107.26,102.43,106.7,3826300,0.0,0.0,A
2025-04-03,109.22,113.43,109.12,112.64,3802400,0.0,0.0,A
2025-04-02,115.51,115.76,112.29,112.66,1947600,0.0,0.0,A
2025-04-01,113.58,115.99,112.9,115.94,2302800,0.248,0.0,A
2025-03-31,116.25,117.0,113.05,115.64,2014000,0.0,0.0,A
2025-03-28,115.97,118.92,115.64,118.47,1772900,0.0,0.0,A
2025-03-27,118.23,119.58,117.99,119.25,2075700,0.0,0.0,A
2025-03-26,119.16,120.39,118.31,119.97,2652900,0.0,0.0,A
2025-03-25,119.76,122.28,119.02,121.84,1605900,0.0,0.0,A
2025-03-24,121.21,123.66,120.14,121.12,1557400,0.0,0.0,A
2025-03-21,120.0,120.03,117.19,118.64,3041400,0.0,0.0,A
2025-03-20,119.53,121.32,118.95,120.96,1620600,0.0,0.0,A
