Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-10-10,241.43,244.09,235.84,236.57,33073600,0.0,0.0
2025-10-09,244.47,244.76,239.15,241.53,27892100,0.0,0.0
2025-10-08,244.96,246.01,243.82,244.62,21307100,0.0,0.0
2025-10-07,248.27,250.44,245.52,245.76,23181300,0.0,0.0
2025-10-06,244.78,251.32,244.58,250.43,28894700,0.0,0.0
2025-10-03,244.49,246.3,241.66,245.35,30249600,0.0,0.0
2025-10-02,245.15,246.81,242.3,245.69,25483300,0.0,0.0
2025-10-01,240.75,246.3,238.61,244.9,31658200,0.0,0.0
2025-09-30,242.81,243.29,239.25,243.1,34724300,0.0,0.0
2025-09-29,247.85,251.15,242.77,244.05,32505800,0.0,0.0
2025-09-26,247.07,249.42,245.97,246.54,18503200,0.0,0.0
2025-09-25,244.4,246.49,240.74,245.79,31020400,0.0,0.0
2025-09-24,251.66,252.35,246.44,247.14,28201000,0.0,0.0
2025-09-23,253.04,254.36,250.48,251.66,26628000,0.0,0.0
2025-09-22,254.43,255.78,250.3,252.53,32290500,0.0,0.0
2025-09-19,253.25,256.0,251.81,254.72,55571400,0.0,0.0
2025-09-18,251.68,253.99,249.8,252.03,31239500,0.0,0.0
2025-09-17,251.22,251.6,246.28,249.53,34108000,0.0,0.0
2025-09-16,252.08,253.04,249.47,251.16,34109700,0.0,0.0
2025-09-15,244.66,252.41,244.66,251.61,58383800,0.0,0.0
2025-09-12,240.37,242.08,238.0,240.8,26771600,0.0,0.0
2025-09-11,239.88,242.25,236.25,240.37,30599300,0.0,0.0
2025-09-10,238.9,241.66,237.85,239.17,35141100,0.0,0.0
2025-09-09,234.17,240.47,233.23,239.63,38061000,0.0,0.0
2025-09-08,235.47,238.13,233.67,234.04,32474700,0.21,0.0
2025-09-05,231.99,235.55,231.69,234.79,46588900,0.0,0.0
2025-09-04,229.44,232.16,225.91,232.09,51684200,0.0,0.0
2025-09-03,226.01,231.1,224.59,230.45,103336100,0.0,0.0
2025-09-02,208.25,211.49,206.02,211.16,47523000,0.0,0.0
2025-08-29,210.32,214.46,210.01,212.72,39728400,0.0,0.0
2025-08-28,207.06,212.03,206.72,211.45,32339300,0.0,0.0
2025-08-27,205.52,208.72,205.47,207.29,23022900,0.0,0.0
2025-08-26,207.32,207.66,205.52,206.95,28464100,0.0,0.0
2025-08-25,206.25,210.33,205.1,208.3,29928900,0.0,0.0
2025-08-22,202.55,208.35,201.12,205.91,42827000,0.0,0.0
2025-08-21,199.57,202.3,199.25,199.57,19774600,0.0,0.0
2025-08-20,200.55,201.1,196.42,199.14,28955500,0.0,0.0
2025-08-19,202.85,203.26,199.78,201.39,24240200,0.0,0.0
2025-08-18,204.02,205.09,202.31,203.32,18526600,0.0,0.0
2025-08-15,203.67,206.26,201.1,203.72,34931400,0.0,0.0
2025-08-14,201.32,204.26,201.05,202.76,25230400,0.0,0.0
2025-08-13,203.95,204.35,197.33,201.78,28342900,0.0,0.0
2025-08-12,201.19,204.32,200.41,203.16,30397900,0.0,0.0
2025-08-11,200.76,201.3,198.89,200.82,25832400,0.0,0.0
2025-08-08,197.04,202.43,196.99,201.24,39161800,0.0,0.0
2025-08-07,196.88,197.36,194.16,196.34,26321800,0.0,0.0
2025-08-06,194.33,196.45,193.5,195.91,21562900,0.0,0.0
2025-08-05,194.54,197.68,193.72,194.5,31602300,0.0,0.0
2025-08-04,190.12,195.1,189.95,194.87,31547400,0.0,0.0
2025-08-01,188.86,190.66,187.65,188.96,34832200,0.0,0.0
2025-07-31,195.54,195.81,190.92,191.73,51329200,0.0,0.0
2025-07-30,195.43,197.42,194.52,196.35,32445400,0.0,0.0
2025-07-29,192.26,195.74,191.91,195.58,41389200,0.0,0.0
2025-07-28,193.48,193.88,190.67,192.41,38139500,0.0,0.0
2025-07-25,191.81,194.16,191.09,193.01,39785900,0.0,0.0
2025-07-24,196.85,197.77,190.83,192.0,74881700,0.0,0.0
2025-07-23,191.33,192.36,189.01,190.06,58681900,0.0,0.0
2025-07-22,191.33,191.48,187.29,191.17,44660200,0.0,0.0
