Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-06-17,12.58,12.66,11.69,11.81,143557000,0.0,0.0,0.0
2025-06-16,12.98,13.04,12.61,12.8,159821800,0.0,0.0,0.0
2025-06-13,11.66,13.1,11.62,12.52,246138800,0.0,0.0,0.0
2025-06-12,12.37,13.1,11.89,12.06,186736000,0.0,0.0,0.0
2025-06-11,13.27,13.34,12.35,12.64,228921200,0.0,0.0,0.0
2025-06-10,11.81,12.74,11.49,12.61,246561500,0.0,0.0,0.0
2025-06-09,9.75,11.43,9.46,11.34,257849600,0.0,0.0,0.0
2025-06-06,10.66,11.1,10.13,10.39,305675300,0.0,0.0,0.0
2025-06-05,12.78,12.94,8.77,9.71,539176700,0.0,0.0,0.0
2025-06-04,14.68,14.71,13.17,13.57,195370400,0.0,0.0,0.0
2025-06-03,14.8,15.54,14.5,14.61,150396000,0.0,0.0,0.0
2025-06-02,14.55,14.94,13.68,14.48,145461200,0.0,0.0,0.0
2025-05-30,15.62,16.33,14.7,14.75,183474200,0.0,0.0,0.0
2025-05-29,16.49,16.7,15.66,15.88,146667100,0.0,0.0,0.0
2025-05-28,16.48,16.48,15.66,15.74,165322100,0.0,0.0,0.0
2025-05-27,14.99,16.36,14.99,16.29,226337800,0.0,0.0,0.0
2025-05-23,14.16,14.64,13.8,14.33,166639000,0.0,0.0,0.0
2025-05-22,13.72,14.98,13.67,14.47,182701000,0.0,0.0,0.0
2025-05-21,14.79,15.03,13.73,13.92,213872000,0.0,0.0,0.0
2025-05-20,15.09,15.68,14.55,14.74,261934700,0.0,0.0,0.0
2025-05-19,14.08,14.68,13.84,14.58,185453300,0.0,0.0,0.0
2025-05-16,14.95,15.42,14.63,15.26,212165000,0.0,0.0,0.0
2025-05-15,14.47,14.97,13.98,14.66,202043100,0.0,0.0,0.0
2025-05-14,14.68,15.31,14.22,15.09,271629300,0.0,0.0,0.0
2025-05-13,12.85,14.26,12.6,13.96,306557100,0.0,0.0,0.0
2025-05-12,13.0,13.03,12.22,12.73,223941500,0.0,0.0,0.0
2025-05-09,10.65,11.85,10.63,11.22,251832200,0.0,0.0,0.0
2025-05-08,9.9,10.61,9.88,10.26,183368700,0.0,0.0,0.0
2025-05-07,9.72,9.78,9.3,9.67,123988900,0.0,0.0,0.0
2025-05-06,9.44,9.78,9.34,9.61,136167500,0.0,0.0,0.0
2025-05-05,10.27,10.29,9.54,9.95,179134200,0.0,0.0,0.0
2025-05-02,10.32,11.0,9.94,10.46,247116200,0.0,0.0,0.0
2025-05-01,9.98,10.74,9.95,9.99,165237300,0.0,0.0,0.0
2025-04-30,9.95,10.29,9.28,10.14,216924600,0.0,0.0,0.0
2025-04-29,10.39,10.95,9.95,10.85,195076800,0.0,0.0,0.0
2025-04-28,10.65,11.07,9.45,10.43,271907000,0.0,0.0,0.0
2025-04-25,8.82,10.48,8.67,10.34,266955300,0.0,0.0,0.0
2025-04-24,8.09,8.66,8.0,8.65,166895000,0.0,0.0,0.0
2025-04-23,8.36,8.64,7.72,8.11,233177300,0.0,0.0,0.0
2025-04-22,6.91,7.6,6.85,7.31,167851000,0.0,0.0,0.0
2025-04-21,6.89,6.99,6.42,6.71,151315200,0.0,0.0,0.0
2025-04-17,7.73,7.77,7.34,7.59,86155200,0.0,0.0,0.0
2025-04-16,8.02,8.29,7.09,7.61,148479100,0.0,0.0,0.0
2025-04-15,8.17,8.75,8.01,8.44,142887800,0.0,0.0,0.0
2025-04-14,8.74,8.94,7.91,8.31,194657500,0.0,0.0,0.0
2025-04-11,8.3,8.69,7.62,8.32,196803600,0.0,0.0,0.0
2025-04-10,8.88,9.06,7.43,8.36,307438800,0.0,0.0,0.0
2025-04-09,6.9,9.91,6.85,9.76,385049500,0.0,0.0,0.0
2025-04-08,8.21,8.55,6.47,6.72,278689700,0.0,0.0,0.0
2025-04-07,6.84,8.71,6.22,7.46,472034100,0.0,0.0,0.0
2025-04-04,9.06,9.46,7.61,7.86,344299500,0.0,0.0,0.0
2025-04-03,9.8,10.66,9.49,9.92,238856600,0.0,0.0,0.0
2025-04-02,9.06,11.34,8.83,11.15,369340500,0.0,0.0,0.0
2025-04-01,9.76,10.75,9.44,10.1,203060400,0.0,0.0,0.0
2025-03-31,8.7,9.54,8.27,9.42,193605800,0.0,0.0,0.0
2025-03-28,10.67,10.72,9.53,9.75,200212800,0.0,0.0,0.0
2025-03-27,10.44,11.93,10.4,10.51,286687500,0.0,0.0,0.0
2025-03-26,11.29,11.47,9.98,10.44,234905000,0.0,0.0,0.0
2025-03-25,11.38,11.74,10.4,11.72,242567000,0.084,0.0,0.0
2025-03-24,9.53,10.99,9.41,10.96,217485500,0.0,0.0,0.0
2025-03-21,7.93,8.92,7.89,8.88,175771600,0.0,0.0,0.0
2025-03-20,7.83,8.15,7.61,8.01,147128700,0.0,0.0,0.0
2025-03-19,7.73,8.36,7.57,7.99,151944200,0.0,0.0,0.0
2025-03-18,7.52,7.64,7.12,7.34,180768100,0.0,0.0,0.0
2025-03-17,8.7,8.71,7.83,8.19,155716800,0.0,0.0,0.0
2025-03-14,8.87,9.18,8.43,9.05,160206600,0.0,0.0,0.0
2025-03-13,8.97,8.98,7.91,8.42,217497000,0.0,0.0,0.0
2025-03-12,8.92,9.22,8.49,8.98,222804500,0.0,0.0,0.0
2025-03-11,7.45,8.22,6.98,7.77,304690000,0.0,0.0,0.0
2025-03-10,9.66,9.74,7.09,7.25,259181100,0.0,0.0,0.0
2025-03-07,10.2,10.77,9.53,10.47,143040500,0.0,0.0,0.0
2025-03-06,11.29,11.34,10.26,10.56,134955900,0.0,0.0,0.0
2025-03-05,11.4,11.93,10.96,11.91,115536400,0.0,0.0,0.0
2025-03-04,11.23,12.39,10.43,11.32,192726700,0.0,0.0,0.0
2025-03-03,13.84,14.16,11.78,12.44,154661600,0.0,0.0,0.0
2025-02-28,12.0,13.23,11.5,13.21,154462700,0.0,0.0,0.0
2025-02-27,13.04,13.6,12.14,12.24,147143900,0.0,0.0,0.0
2025-02-26,14.24,14.73,12.78,13.05,116057100,0.0,0.0,0.0
2025-02-25,16.66,16.69,13.6,14.15,167522500,0.0,0.0,0.0
2025-02-24,17.82,18.26,16.41,17.02,79829900,0.0,0.0,0.0
2025-02-21,19.55,19.7,17.43,17.78,72766500,0.0,0.0,0.0
2025-02-20,20.47,20.54,18.93,19.65,56054100,0.0,0.0,0.0
2025-02-19,19.63,21.11,19.61,20.36,67228700,0.0,0.0,0.0
2025-02-18,19.8,20.21,19.2,19.65,52335000,0.0,0.0,0.0
2025-02-14,20.39,20.54,18.93,19.86,76090700,0.0,0.0,0.0
2025-02-13,18.75,20.18,18.52,19.9,99627900,0.0,0.0,0.0
2025-02-12,17.18,18.86,17.11,17.83,117564900,0.0,0.0,0.0
2025-02-11,18.95,19.34,16.65,17.04,116566400,0.0,0.0,0.0
2025-02-10,20.13,20.88,19.48,19.51,76432800,0.0,0.0,0.0
2025-02-07,21.78,23.01,20.62,20.75,72056000,0.0,0.0,0.0
2025-02-06,22.15,22.43,20.96,22.3,68742600,0.0,0.0,0.0
2025-02-05,23.9,24.05,22.45,22.78,52872200,0.0,0.0,0.0
2025-02-04,23.36,24.73,23.21,24.52,44218100,0.0,0.0,0.0
2025-02-03,23.89,24.21,22.31,23.53,82723200,0.0,0.0,0.0
2025-01-31,25.84,28.2,25.82,26.22,65321800,0.0,0.0,0.0
2025-01-30,26.99,27.21,23.71,25.71,84021900,0.0,0.0,0.0
2025-01-29,25.09,25.51,23.72,24.28,59811500,0.0,0.0,0.0
2025-01-28,25.31,25.79,23.99,25.47,32189900,0.0,0.0,0.0
2025-01-27,25.01,26.59,24.29,25.35,51214100,0.0,0.0,0.0
2025-01-24,27.65,28.11,26.5,26.6,37471600,0.0,0.0,0.0
2025-01-23,27.9,28.5,26.94,27.4,35893500,0.0,0.0,0.0
2025-01-22,28.03,29.54,27.71,27.79,47021600,0.0,0.0,0.0
2025-01-21,30.21,30.24,26.59,29.0,75057000,0.0,0.0,0.0
2025-01-17,28.73,31.12,28.47,29.37,71306500,0.0,0.0,0.0
2025-01-16,29.03,29.07,27.06,27.68,60853400,0.0,0.0,0.0
2025-01-15,27.34,29.91,26.8,29.67,69815600,0.0,0.0,0.0
2025-01-14,28.0,29.06,25.36,25.63,82697800,0.0,0.0,0.0
2025-01-13,23.94,26.57,23.55,26.51,56773000,0.0,0.0,0.0
2025-01-10,25.0,26.0,24.09,25.45,50826000,0.0,0.0,0.0
2025-01-08,25.26,26.46,24.52,25.51,56871300,0.0,0.0,0.0
2025-01-07,26.97,28.12,24.84,25.47,75185900,0.0,0.0,0.0
2025-01-06,29.33,29.78,26.44,27.71,76940300,0.0,0.0,0.0
2025-01-03,24.0,27.8,23.76,27.66,69865200,0.0,0.0,0.0
2025-01-02,25.24,25.53,22.94,23.75,106809000,0.0,0.0,0.0
2024-12-31,29.84,30.39,26.74,27.03,61952600,0.0,0.0,0.0
2024-12-30,29.21,30.32,28.72,28.97,48705900,0.0,0.0,0.0
2024-12-27,33.68,33.76,30.24,31.03,64439700,0.0,0.0,0.0
2024-12-26,36.16,36.19,33.96,34.45,55787700,0.0,0.0,0.0
2024-12-24,31.92,35.77,31.82,35.76,42294000,0.0,0.0,0.0
2024-12-23,31.24,31.72,29.01,31.28,55161500,0.14,0.0,0.0
2024-12-20,30.48,33.64,29.32,29.79,106976500,0.0,0.0,0.0
2024-12-19,34.43,35.07,29.66,32.06,105188700,0.0,0.0,0.0
2024-12-18,36.97,40.56,30.52,32.79,117276100,0.0,0.0,0.0
2024-12-17,38.57,39.83,35.66,39.19,101115700,0.0,0.0,0.0
2024-12-16,33.26,36.54,32.51,36.54,75136600,0.0,0.0,0.0
2024-12-13,30.23,32.54,29.6,32.53,54483700,0.0,0.0,0.0
2024-12-12,30.96,31.63,29.5,29.93,56835800,0.3,0.0,0.0
2024-12-11,28.89,30.97,27.88,30.97,62276100,0.0,0.0,0.0
2024-12-10,26.57,28.86,26.32,27.68,67066700,0.0,0.0,0.0
2024-12-09,27.27,28.21,24.6,26.22,75536000,0.0,0.0,0.0
2024-12-06,24.62,26.14,23.78,26.13,53759300,0.0,0.0,0.0
2024-12-05,22.43,24.35,22.39,23.62,56989400,0.0,0.0,0.0
2024-12-04,21.61,22.21,21.06,22.17,31752200,0.0,0.0,0.0
2024-12-03,21.43,21.93,21.01,21.41,34753500,0.0,0.0,0.0
2024-12-02,21.57,22.47,21.41,22.11,55153800,0.0,0.0,0.0
2024-11-29,19.65,20.71,19.49,20.68,23420900,0.0,0.0,0.0
2024-11-27,20.34,20.41,18.55,19.29,39086200,0.0,0.0,0.0
2024-11-26,20.25,20.95,19.62,19.93,40477700,0.0,0.0,0.0
2024-11-25,22.67,22.84,19.94,19.98,74180200,0.0,0.0,0.0
2024-11-22,20.33,22.17,19.94,21.72,63843400,0.0,0.0,0.0
2024-11-21,20.68,21.17,19.66,20.17,47486100,0.0,0.0,0.0
2024-11-20,20.86,21.02,19.54,20.47,52221300,0.0,0.0,0.0
2024-11-19,19.75,21.12,19.39,20.93,67574200,0.0,0.0,0.0
2024-11-18,20.33,21.21,19.11,20.11,114874500,0.0,0.0,0.0
2024-11-15,17.0,18.51,16.83,18.12,89744900,0.0,0.0,0.0
2024-11-14,18.98,19.25,16.96,17.05,91171000,0.0,0.0,0.0
2024-11-13,19.96,20.94,18.4,19.29,104271000,0.0,0.0,0.0
2024-11-12,20.82,21.22,18.45,19.08,143549200,0.0,0.0,0.0
2024-11-11,21.36,22.75,20.14,21.79,181439300,0.0,0.0,0.0
2024-11-08,16.1,19.25,15.94,18.46,188360900,0.0,0.0,0.0
2024-11-07,15.04,16.17,14.7,15.87,91208100,0.0,0.0,0.0
2024-11-06,14.65,15.11,13.82,15.0,163866900,0.0,0.0,0.0
2024-11-05,11.23,11.93,11.14,11.6,50971800,0.0,0.0,0.0
2024-11-04,10.98,11.39,10.47,10.84,55989400,0.0,0.0,0.0
2024-11-01,11.68,11.86,11.18,11.4,42687400,0.0,0.0,0.0
2024-10-31,12.27,12.42,11.44,11.48,49150200,0.0,0.0,0.0
2024-10-30,12.26,12.77,12.05,12.22,45850100,0.0,0.0,0.0
2024-10-29,12.9,12.95,12.03,12.4,55280200,0.0,0.0,0.0
2024-10-28,13.45,13.8,12.68,12.71,83661000,0.0,0.0,0.0
2024-10-25,12.1,13.4,12.04,13.36,137892000,0.0,0.0,0.0
2024-10-24,11.25,12.67,11.09,12.54,152619800,0.0,0.0,0.0
2024-10-23,9.0,9.14,8.6,8.72,79684000,0.0,0.0,0.0
2024-10-22,9.01,9.11,8.86,9.08,40530300,0.0,0.0,0.0
2024-10-21,9.17,9.3,8.9,9.17,34801700,0.0,0.0,0.0
2024-10-18,9.31,9.46,9.2,9.31,31839400,0.0,0.0,0.0
2024-10-17,9.4,9.45,9.1,9.34,36254400,0.0,0.0,0.0
2024-10-16,9.39,9.51,9.19,9.38,40169800,0.0,0.0,0.0
2024-10-15,9.3,9.63,9.03,9.25,52979500,0.0,0.0,0.0
2024-10-14,9.3,9.44,8.76,9.22,76722000,0.0,0.0,0.0
2024-10-11,9.32,9.62,8.81,9.1,120684300,0.0,0.0,0.0
2024-10-10,11.36,11.43,10.46,11.05,71977500,0.0,0.0,0.0
2024-10-09,11.53,11.88,11.13,11.28,53057100,0.0,0.0,0.0
2024-10-08,11.52,11.76,11.24,11.61,39184000,0.0,0.0,0.0
2024-10-07,12.05,12.13,11.26,11.27,57280500,0.0,0.0,0.0
2024-10-04,11.85,12.25,11.65,12.14,68575500,0.0,0.0,0.0
2024-10-03,11.67,12.18,11.02,11.3,58906100,0.0,0.0,0.0
2024-10-02,11.97,12.33,11.35,12.11,73330500,0.0,0.0,0.0
2024-10-01,13.5,13.62,12.05,13.02,77216900,0.0,0.0,0.0
2024-09-30,13.12,13.72,12.79,13.38,58465600,0.0,0.0,0.0
2024-09-27,12.97,13.29,12.65,13.28,39262700,0.0,0.0,0.0
2024-09-26,13.3,13.42,12.39,12.66,53364400,0.0,0.0,0.0
2024-09-25,12.5,12.95,12.47,12.95,35593900,0.0,0.0,0.0
2024-09-24,12.67,12.97,12.18,12.68,59551800,0.08,0.0,0.0
2024-09-23,11.57,12.27,11.5,12.25,48006200,0.0,0.0,0.0
2024-09-20,11.48,11.71,10.94,11.17,49045800,0.0,0.0,0.0
2024-09-19,10.82,11.74,10.67,11.72,60913600,0.0,0.0,0.0
2024-09-18,10.48,10.98,10.19,10.22,61171700,0.0,0.0,0.0
2024-09-17,10.43,10.88,10.16,10.28,46663400,0.0,0.0,0.0
2024-09-16,10.42,10.48,9.9,10.19,40016300,0.0,0.0,0.0
2024-09-13,10.31,10.73,10.15,10.5,45230600,0.0,0.0,0.0
2024-09-12,10.02,10.62,9.93,10.48,55912000,0.0,0.0,0.0
2024-09-11,10.01,10.35,9.31,10.32,59047100,0.0,0.0,0.0
2024-09-10,9.62,10.18,9.51,10.15,56426100,0.0,0.0,0.0
2024-09-09,9.31,9.61,9.09,9.32,37633300,0.0,0.0,0.0
2024-09-06,10.87,10.96,8.85,8.85,74391600,0.0,0.0,0.0
2024-09-05,10.06,11.08,9.96,10.65,75476300,0.0,0.0,0.0
2024-09-04,8.96,9.94,8.96,9.71,43138900,0.0,0.0,0.0
2024-09-03,9.37,9.77,8.87,8.97,53624700,0.0,0.0,0.0
2024-08-30,8.81,9.3,8.68,9.27,32274000,0.0,0.0,0.0
2024-08-29,8.91,9.34,8.6,8.62,37458500,0.0,0.0,0.0
2024-08-28,8.91,9.1,8.32,8.57,36560000,0.0,0.0,0.0
2024-08-27,9.22,9.44,8.68,8.88,31716300,0.0,0.0,0.0
2024-08-26,9.72,9.76,9.03,9.24,30974800,0.0,0.0,0.0
2024-08-23,9.37,9.97,9.35,9.86,35718800,0.0,0.0,0.0
2024-08-22,10.27,10.34,9.03,9.06,42338300,0.0,0.0,0.0
2024-08-21,10.15,10.33,9.81,10.21,31392200,0.0,0.0,0.0
2024-08-20,10.36,10.66,9.87,10.02,37809600,0.0,0.0,0.0
2024-08-19,9.67,10.19,9.4,10.17,44893400,0.0,0.0,0.0
2024-08-16,9.15,9.91,9.11,9.59,40909800,0.0,0.0,0.0
2024-08-15,8.66,9.56,8.65,9.42,46324000,0.0,0.0,0.0
2024-08-14,8.89,8.97,8.14,8.37,48779200,0.0,0.0,0.0
2024-08-13,8.16,8.98,8.05,8.94,45218800,0.0,0.0,0.0
2024-08-12,8.21,8.22,7.84,8.08,33903500,0.0,0.0,0.0
2024-08-09,8.04,8.36,7.89,8.29,27689300,0.0,0.0,0.0
2024-08-08,7.97,8.35,7.66,8.23,34920600,0.0,0.0,0.0
2024-08-07,8.4,8.62,7.62,7.65,46694600,0.0,0.0,0.0
2024-08-06,8.41,8.57,7.73,8.37,46647100,0.0,0.0,0.0
2024-08-05,7.04,8.68,6.79,8.26,61872900,0.0,0.0,0.0
2024-08-02,9.63,9.79,8.85,9.02,48504400,0.0,0.0,0.0
2024-08-01,10.9,11.32,9.62,9.87,45878000,0.0,0.0,0.0
2024-07-31,10.97,11.59,10.86,11.34,32137500,0.0,0.0,0.0
2024-07-30,11.4,11.42,10.21,10.47,45335400,0.0,0.0,0.0
2024-07-29,10.73,11.59,10.72,11.4,52318100,0.0,0.0,0.0
2024-07-26,10.38,10.49,9.83,10.27,42776300,0.0,0.0,0.0
2024-07-25,10.0,10.83,9.94,10.31,56047200,0.0,0.0,0.0
2024-07-24,10.91,10.99,9.8,9.9,86340200,0.0,0.0,0.0
2024-07-23,13.94,14.19,13.1,13.18,60891400,0.0,0.0,0.0
2024-07-22,12.99,13.91,12.94,13.75,36129800,0.0,0.0,0.0
2024-07-19,13.4,13.52,12.21,12.47,41125000,0.0,0.0,0.0
2024-07-18,13.78,14.41,13.35,13.57,48474200,0.0,0.0,0.0
2024-07-17,13.95,14.6,13.23,13.48,47106800,0.0,0.0,0.0
2024-07-16,14.26,14.63,13.21,14.39,52724200,0.0,0.0,0.0
2024-07-15,14.34,15.37,13.88,13.99,71431700,0.0,0.0,0.0
2024-07-12,12.18,13.87,11.9,13.49,74776400,0.0,0.0,0.0
2024-07-11,15.34,16.21,12.59,12.74,120067700,0.0,0.0,0.0
2024-07-10,15.29,15.83,14.71,15.34,54580500,0.0,0.0,0.0
2024-07-09,13.96,15.59,13.87,15.23,68578900,0.0,0.0,0.0
2024-07-08,13.59,14.9,13.25,14.18,79940000,0.0,0.0,0.0
2024-07-05,13.85,14.11,13.04,14.0,67953100,0.0,0.0,0.0
2024-07-03,12.26,13.67,12.23,13.49,86379100,0.0,0.0,0.0
2024-07-02,10.76,11.92,10.68,11.92,97272800,0.0,0.0,0.0
2024-07-01,9.11,10.21,9.11,9.9,67109300,0.0,0.0,0.0
2024-06-28,8.99,9.31,8.6,8.85,55997600,0.0,0.0,0.0
2024-06-27,8.6,8.92,8.52,8.81,43433600,0.0,0.0,0.0
2024-06-26,7.88,8.83,7.87,8.72,54560100,0.0,0.0,0.0
2024-06-25,7.69,8.01,7.51,7.96,30232500,0.082,0.0,0.0
2024-06-24,7.76,8.04,7.55,7.57,33800800,0.0,0.0,0.0
2024-06-21,7.52,7.67,7.4,7.59,27245200,0.0,0.0,0.0
2024-06-20,7.74,7.79,7.33,7.48,30462700,0.0,0.0,0.0
2024-06-18,7.91,7.95,7.55,7.77,36081700,0.0,0.0,0.0
2024-06-17,7.22,8.09,7.15,7.98,62758000,0.0,0.0,0.0
2024-06-14,7.88,7.88,7.13,7.21,52759100,0.0,0.0,0.0
2024-06-13,8.08,8.29,7.5,7.61,79826100,0.0,0.0,0.0
2024-06-12,6.71,7.44,6.61,7.19,44203400,0.0,0.0,0.0
2024-06-11,6.93,6.99,6.41,6.68,30228600,0.0,0.0,0.0
2024-06-10,7.11,7.31,6.87,6.92,29394100,0.0,0.0,0.0
2024-06-07,7.11,7.37,7.07,7.22,27295600,0.0,0.0,0.0
2024-06-06,6.99,7.41,6.85,7.28,32281800,0.0,0.0,0.0
2024-06-05,7.07,7.12,6.8,7.04,29303700,0.0,0.0,0.0
2024-06-04,7.02,7.26,6.96,7.02,26936400,0.0,0.0,0.0
2024-06-03,7.28,7.66,6.99,7.15,33021500,0.0,0.0,0.0
2024-05-31,7.33,7.48,6.94,7.28,25382500,0.0,0.0,0.0
2024-05-30,7.33,7.67,7.08,7.36,37077900,0.0,0.0,0.0
2024-05-29,6.99,7.3,6.97,7.15,19278300,0.0,0.0,0.0
2024-05-28,7.15,7.32,6.9,7.2,30125000,0.0,0.0,0.0
2024-05-24,7.07,7.47,6.97,7.4,24810100,0.0,0.0,0.0
2024-05-23,7.65,7.65,6.92,6.97,34682900,0.0,0.0,0.0
2024-05-22,7.74,7.83,7.33,7.51,29065600,0.0,0.0,0.0
2024-05-21,7.15,8.09,7.11,8.07,42028200,0.0,0.0,0.0
2024-05-20,7.34,7.36,7.01,7.13,24973300,0.0,0.0,0.0
2024-05-17,7.02,7.51,6.95,7.33,21559400,0.0,0.0,0.0
2024-05-16,7.08,7.2,6.85,7.11,19002200,0.0,0.0,0.0
2024-05-15,7.56,7.56,6.99,7.07,31152200,0.0,0.0,0.0
2024-05-14,7.11,7.51,7.08,7.35,30459800,0.0,0.0,0.0
2024-05-13,6.75,7.18,6.68,6.9,22826500,0.0,0.0,0.0
2024-05-10,7.02,7.02,6.58,6.65,23021600,0.0,0.0,0.0
2024-05-09,7.18,7.21,6.87,6.92,19144300,0.0,0.0,0.0
